Cidades,Estados,Geocode
São Geraldo/MG,MG,3161502.0
São Geraldo da Piedade/MG,MG,3161601.0
São Gonçalo do Abaeté/MG,MG,3161700.0
São Gonçalo do Pará/MG,MG,3161809.0
São Gonçalo do Rio Abaixo/MG,MG,3161908.0
São Gonçalo do Sapucaí/MG,MG,3162005.0
São Gotardo/MG,MG,3162104.0
São João Batista do Glória/MG,MG,3162203.0
São João da Lagoa/MG,MG,3162252.0
São João da Mata/MG,MG,3162302.0
São João da Ponte/MG,MG,3162401.0
São João das Missões/MG,MG,3162450.0
São João del Rei/MG,MG,3162500.0
São João do Manhuaçu/MG,MG,3162559.0
São João do Manteninha/MG,MG,3162575.0
São João do Oriente/MG,MG,3162609.0
São João do Pacuí/MG,MG,3162658.0
São João do Paraíso/MG,MG,3162708.0
São João Evangelista/MG,MG,3162807.0
São João Nepomuceno/MG,MG,3162906.0
São Joaquim de Bicas/MG,MG,3162922.0
São José da Barra/MG,MG,3162948.0
São José da Lapa/MG,MG,3162955.0
São José da Safira/MG,MG,3163003.0
São José da Varginha/MG,MG,3163102.0
São José do Alegre/MG,MG,3163201.0
São José do Divino/MG,MG,3163300.0
São José do Goiabal/MG,MG,3163409.0
São José do Jacuri/MG,MG,3163508.0
São José do Mantimento/MG,MG,3163607.0
São Lourenço/MG,MG,3163706.0
São Miguel do Anta/MG,MG,3163805.0
São Pedro da União/MG,MG,3163904.0
São Pedro dos Ferros/MG,MG,3164001.0
São Pedro do Suaçuí/MG,MG,3164100.0
São Romão/MG,MG,3164209.0
São Roque de Minas/MG,MG,3164308.0
São Sebastião da Bela Vista/MG,MG,3164407.0
São Sebastião da Vargem Alegre/MG,MG,3164431.0
São Sebastião do Anta/MG,MG,3164472.0
São Sebastião do Oeste/MG,MG,3164605.0
São Sebastião do Paraíso/MG,MG,3164704.0
São Sebastião do Rio Preto/MG,MG,3164803.0
São Sebastião do Rio Verde/MG,MG,3164902.0
São Tiago/MG,MG,3165008.0
São Tomás de Aquino/MG,MG,3165107.0
São Tomé das Letras/MG,MG,3165206.0
São Vicente de Minas/MG,MG,3165305.0
Sapucaí-Mirim/MG,MG,3165404.0
Sardoá/MG,MG,3165503.0
Sarzedo/MG,MG,3165537.0
Setubinha/MG,MG,3165552.0
Sem-Peixe/MG,MG,3165560.0
Senador Amaral/MG,MG,3165578.0
Senador Cortes/MG,MG,3165602.0
Senador Firmino/MG,MG,3165701.0
Senador José Bento/MG,MG,3165800.0
Senador Modestino Gonçalves/MG,MG,3165909.0
Senhora de Oliveira/MG,MG,3166006.0
Senhora do Porto/MG,MG,3166105.0
Senhora dos Remédios/MG,MG,3166204.0
Sericita/MG,MG,3166303.0
Seritinga/MG,MG,3166402.0
Serra Azul de Minas/MG,MG,3166501.0
Serra dos Aimorés/MG,MG,3166709.0
Serra do Salitre/MG,MG,3166808.0
Serrania/MG,MG,3166907.0
Serranópolis de Minas/MG,MG,3166956.0
Serro/MG,MG,3167103.0
Sete Lagoas/MG,MG,3167202.0
Silveirânia/MG,MG,3167301.0
Silvianópolis/MG,MG,3167400.0
Simão Pereira/MG,MG,3167509.0
Simonésia/MG,MG,3167608.0
Sobrália/MG,MG,3167707.0
Soledade de Minas/MG,MG,3167806.0
Tabuleiro/MG,MG,3167905.0
Taiobeiras/MG,MG,3168002.0
Taparuba/MG,MG,3168051.0
Tapira/MG,MG,3168101.0
Tapiraí/MG,MG,3168200.0
Taquaraçu de Minas/MG,MG,3168309.0
Tarumirim/MG,MG,3168408.0
Teixeiras/MG,MG,3168507.0
Teófilo Otoni/MG,MG,3168606.0
Timóteo/MG,MG,3168705.0
Tiradentes/MG,MG,3168804.0
Tiros/MG,MG,3168903.0
Tocantins/MG,MG,3169000.0
Tocos do Moji/MG,MG,3169059.0
Toledo/MG,MG,3169109.0
Tombos/MG,MG,3169208.0
Três Corações/MG,MG,3169307.0
Três Marias/MG,MG,3169356.0
Três Pontas/MG,MG,3169406.0
Tumiritinga/MG,MG,3169505.0
Tupaciguara/MG,MG,3169604.0
Turmalina/MG,MG,3169703.0
Turvolândia/MG,MG,3169802.0
Ubá/MG,MG,3169901.0
Ubaí/MG,MG,3170008.0
Ubaporanga/MG,MG,3170057.0
Uberaba/MG,MG,3170107.0
Uberlândia/MG,MG,3170206.0
Umburatiba/MG,MG,3170305.0
Unaí/MG,MG,3170404.0
União de Minas/MG,MG,3170438.0
Urucânia/MG,MG,3170503.0
Urucuia/MG,MG,3170529.0
Vargem Alegre/MG,MG,3170578.0
Vargem Bonita/MG,MG,3170602.0
Varginha/MG,MG,3170701.0
Varjão de Minas/MG,MG,3170750.0
Várzea da Palma/MG,MG,3170800.0
Varzelândia/MG,MG,3170909.0
Vazante/MG,MG,3171006.0
Veredinha/MG,MG,3171071.0
Veríssimo/MG,MG,3171105.0
Vermelho Novo/MG,MG,3171154.0
Vespasiano/MG,MG,3171204.0
Viçosa/MG,MG,3171303.0
Vieiras/MG,MG,3171402.0
Mathias Lobato/MG,MG,3171501.0
Virgem da Lapa/MG,MG,3171600.0
Virgínia/MG,MG,3171709.0
Virginópolis/MG,MG,3171808.0
Virgolândia/MG,MG,3171907.0
Visconde do Rio Branco/MG,MG,3172004.0
Volta Grande/MG,MG,3172103.0
Wenceslau Braz/MG,MG,3172202.0
Afonso Cláudio/ES,ES,3200102.0
Águia Branca/ES,ES,3200136.0
Água Doce do Norte/ES,ES,3200169.0
Alegre/ES,ES,3200201.0
Alfredo Chaves/ES,ES,3200300.0
Alto Rio Novo/ES,ES,3200359.0
Anchieta/ES,ES,3200409.0
Apiacá/ES,ES,3200508.0
Aracruz/ES,ES,3200607.0
Atilio Vivacqua/ES,ES,3200706.0
Baixo Guandu/ES,ES,3200805.0
Barra de São Francisco/ES,ES,3200904.0
Boa Esperança/ES,ES,3201001.0
Bom Jesus do Norte/ES,ES,3201100.0
Brejetuba/ES,ES,3201159.0
Cachoeiro de Itapemirim/ES,ES,3201209.0
Cariacica/ES,ES,3201308.0
Castelo/ES,ES,3201407.0
Colatina/ES,ES,3201506.0
Conceição da Barra/ES,ES,3201605.0
Conceição do Castelo/ES,ES,3201704.0
Divino de São Lourenço/ES,ES,3201803.0
Domingos Martins/ES,ES,3201902.0
Dores do Rio Preto/ES,ES,3202009.0
Ecoporanga/ES,ES,3202108.0
Fundão/ES,ES,3202207.0
Governador Lindenberg/ES,ES,3202256.0
Guaçuí/ES,ES,3202306.0
Guarapari/ES,ES,3202405.0
Ibatiba/ES,ES,3202454.0
Ibiraçu/ES,ES,3202504.0
Ibitirama/ES,ES,3202553.0
Iconha/ES,ES,3202603.0
Irupi/ES,ES,3202652.0
Itaguaçu/ES,ES,3202702.0
Itapemirim/ES,ES,3202801.0
Itarana/ES,ES,3202900.0
Iúna/ES,ES,3203007.0
Jaguaré/ES,ES,3203056.0
Jerônimo Monteiro/ES,ES,3203106.0
João Neiva/ES,ES,3203130.0
Laranja da Terra/ES,ES,3203163.0
Linhares/ES,ES,3203205.0
Mantenópolis/ES,ES,3203304.0
Marataízes/ES,ES,3203320.0
Marechal Floriano/ES,ES,3203346.0
Marilândia/ES,ES,3203353.0
Mimoso do Sul/ES,ES,3203403.0
Montanha/ES,ES,3203502.0
Mucurici/ES,ES,3203601.0
Muniz Freire/ES,ES,3203700.0
Muqui/ES,ES,3203809.0
Nova Venécia/ES,ES,3203908.0
Pancas/ES,ES,3204005.0
Pedro Canário/ES,ES,3204054.0
Pinheiros/ES,ES,3204104.0
Piúma/ES,ES,3204203.0
Ponto Belo/ES,ES,3204252.0
Presidente Kennedy/ES,ES,3204302.0
Rio Bananal/ES,ES,3204351.0
Rio Novo do Sul/ES,ES,3204401.0
Santa Leopoldina/ES,ES,3204500.0
Santa Maria de Jetibá/ES,ES,3204559.0
Santa Teresa/ES,ES,3204609.0
São Domingos do Norte/ES,ES,3204658.0
São Gabriel da Palha/ES,ES,3204708.0
São José do Calçado/ES,ES,3204807.0
São Mateus/ES,ES,3204906.0
São Roque do Canaã/ES,ES,3204955.0
Serra/ES,ES,3205002.0
Sooretama/ES,ES,3205010.0
Vargem Alta/ES,ES,3205036.0
Venda Nova do Imigrante/ES,ES,3205069.0
Viana/ES,ES,3205101.0
Vila Pavão/ES,ES,3205150.0
Vila Valério/ES,ES,3205176.0
Vila Velha/ES,ES,3205200.0
Vitória/ES,ES,3205309.0
Angra dos Reis/RJ,RJ,3300100.0
Aperibé/RJ,RJ,3300159.0
Araruama/RJ,RJ,3300209.0
Areal/RJ,RJ,3300225.0
Armação dos Búzios/RJ,RJ,3300233.0
Arraial do Cabo/RJ,RJ,3300258.0
Barra do Piraí/RJ,RJ,3300308.0
Barra Mansa/RJ,RJ,3300407.0
Bom Jardim/RJ,RJ,3300506.0
Bom Jesus do Itabapoana/RJ,RJ,3300605.0
Cabo Frio/RJ,RJ,3300704.0
Cachoeiras de Macacu/RJ,RJ,3300803.0
Cambuci/RJ,RJ,3300902.0
Carapebus/RJ,RJ,3300936.0
Comendador Levy Gasparian/RJ,RJ,3300951.0
Campos dos Goytacazes/RJ,RJ,3301009.0
Cantagalo/RJ,RJ,3301108.0
Cardoso Moreira/RJ,RJ,3301157.0
Carmo/RJ,RJ,3301207.0
Casimiro de Abreu/RJ,RJ,3301306.0
Conceição de Macabu/RJ,RJ,3301405.0
Cordeiro/RJ,RJ,3301504.0
Duas Barras/RJ,RJ,3301603.0
Duque de Caxias/RJ,RJ,3301702.0
Engenheiro Paulo de Frontin/RJ,RJ,3301801.0
Guapimirim/RJ,RJ,3301850.0
Iguaba Grande/RJ,RJ,3301876.0
Itaboraí/RJ,RJ,3301900.0
Itaguaí/RJ,RJ,3302007.0
Italva/RJ,RJ,3302056.0
Itaocara/RJ,RJ,3302106.0
Itaperuna/RJ,RJ,3302205.0
Itatiaia/RJ,RJ,3302254.0
Japeri/RJ,RJ,3302270.0
Laje do Muriaé/RJ,RJ,3302304.0
Macaé/RJ,RJ,3302403.0
Macuco/RJ,RJ,3302452.0
Magé/RJ,RJ,3302502.0
Mangaratiba/RJ,RJ,3302601.0
Mendes/RJ,RJ,3302809.0
Miguel Pereira/RJ,RJ,3302908.0
Miracema/RJ,RJ,3303005.0
Natividade/RJ,RJ,3303104.0
Nilópolis/RJ,RJ,3303203.0
Niterói/RJ,RJ,3303302.0
Nova Friburgo/RJ,RJ,3303401.0
Nova Iguaçu/RJ,RJ,3303500.0
Paracambi/RJ,RJ,3303609.0
Paraíba do Sul/RJ,RJ,3303708.0
Paraty/RJ,RJ,3303807.0
Paty do Alferes/RJ,RJ,3303856.0
Petrópolis/RJ,RJ,3303906.0
Pinheiral/RJ,RJ,3303955.0
Piraí/RJ,RJ,3304003.0
Porciúncula/RJ,RJ,3304102.0
Porto Real/RJ,RJ,3304110.0
Quatis/RJ,RJ,3304128.0
Quissamã/RJ,RJ,3304151.0
Resende/RJ,RJ,3304201.0
Rio Bonito/RJ,RJ,3304300.0
Rio Claro/RJ,RJ,3304409.0
Rio das Flores/RJ,RJ,3304508.0
Rio das Ostras/RJ,RJ,3304524.0
Rio de Janeiro/RJ,RJ,3304557.0
Santa Maria Madalena/RJ,RJ,3304607.0
Santo Antônio de Pádua/RJ,RJ,3304706.0
São Francisco de Itabapoana/RJ,RJ,3304755.0
São Fidélis/RJ,RJ,3304805.0
São Gonçalo/RJ,RJ,3304904.0
São João da Barra/RJ,RJ,3305000.0
São José de Ubá/RJ,RJ,3305133.0
São José do Vale do Rio Preto/RJ,RJ,3305158.0
São Pedro da Aldeia/RJ,RJ,3305208.0
São Sebastião do Alto/RJ,RJ,3305307.0
Sapucaia/RJ,RJ,3305406.0
Saquarema/RJ,RJ,3305505.0
Seropédica/RJ,RJ,3305554.0
Silva Jardim/RJ,RJ,3305604.0
Sumidouro/RJ,RJ,3305703.0
Tanguá/RJ,RJ,3305752.0
Teresópolis/RJ,RJ,3305802.0
Trajano de Moraes/RJ,RJ,3305901.0
Três Rios/RJ,RJ,3306008.0
Valença/RJ,RJ,3306107.0
Varre-Sai/RJ,RJ,3306156.0
Vassouras/RJ,RJ,3306206.0
Volta Redonda/RJ,RJ,3306305.0
Adamantina/SP,SP,3500105.0
Adolfo/SP,SP,3500204.0
Aguaí/SP,SP,3500303.0
Águas da Prata/SP,SP,3500402.0
Águas de Lindóia/SP,SP,3500501.0
Águas de Santa Bárbara/SP,SP,3500550.0
Águas de São Pedro/SP,SP,3500600.0
Agudos/SP,SP,3500709.0
Alambari/SP,SP,3500758.0
Alfredo Marcondes/SP,SP,3500808.0
Altair/SP,SP,3500907.0
Altinópolis/SP,SP,3501004.0
Alto Alegre/SP,SP,3501103.0
Alumínio/SP,SP,3501152.0
Álvares Florence/SP,SP,3501202.0
Álvares Machado/SP,SP,3501301.0
Álvaro de Carvalho/SP,SP,3501400.0
Alvinlândia/SP,SP,3501509.0
Americana/SP,SP,3501608.0
Américo Brasiliense/SP,SP,3501707.0
Américo de Campos/SP,SP,3501806.0
Amparo/SP,SP,3501905.0
Analândia/SP,SP,3502002.0
Andradina/SP,SP,3502101.0
Angatuba/SP,SP,3502200.0
Anhembi/SP,SP,3502309.0
Anhumas/SP,SP,3502408.0
Aparecida/SP,SP,3502507.0
Aparecida d'Oeste/SP,SP,3502606.0
Apiaí/SP,SP,3502705.0
Araçariguama/SP,SP,3502754.0
Araçatuba/SP,SP,3502804.0
Araçoiaba da Serra/SP,SP,3502903.0
Aramina/SP,SP,3503000.0
Arandu/SP,SP,3503109.0
Arapeí/SP,SP,3503158.0
Araraquara/SP,SP,3503208.0
Araras/SP,SP,3503307.0
Arco-Íris/SP,SP,3503356.0
Arealva/SP,SP,3503406.0
Areias/SP,SP,3503505.0
Areiópolis/SP,SP,3503604.0
Ariranha/SP,SP,3503703.0
Artur Nogueira/SP,SP,3503802.0
Arujá/SP,SP,3503901.0
Assis/SP,SP,3504008.0
Atibaia/SP,SP,3504107.0
Auriflama/SP,SP,3504206.0
Avaí/SP,SP,3504305.0
Avanhandava/SP,SP,3504404.0
Avaré/SP,SP,3504503.0
Bady Bassitt/SP,SP,3504602.0
Bálsamo/SP,SP,3504800.0
Bananal/SP,SP,3504909.0
Barão de Antonina/SP,SP,3505005.0
Barbosa/SP,SP,3505104.0
Bariri/SP,SP,3505203.0
Barra Bonita/SP,SP,3505302.0
Barra do Chapéu/SP,SP,3505351.0
Barra do Turvo/SP,SP,3505401.0
Barretos/SP,SP,3505500.0
Barrinha/SP,SP,3505609.0
Barueri/SP,SP,3505708.0
Bastos/SP,SP,3505807.0
Batatais/SP,SP,3505906.0
Bauru/SP,SP,3506003.0
Bebedouro/SP,SP,3506102.0
Bento de Abreu/SP,SP,3506201.0
Bernardino de Campos/SP,SP,3506300.0
Bertioga/SP,SP,3506359.0
Bilac/SP,SP,3506409.0
Birigui/SP,SP,3506508.0
Biritiba Mirim/SP,SP,3506607.0
Boa Esperança do Sul/SP,SP,3506706.0
Bocaina/SP,SP,3506805.0
Bofete/SP,SP,3506904.0
Boituva/SP,SP,3507001.0
Bom Jesus dos Perdões/SP,SP,3507100.0
Bom Sucesso de Itararé/SP,SP,3507159.0
Borá/SP,SP,3507209.0
Boracéia/SP,SP,3507308.0
Borborema/SP,SP,3507407.0
Borebi/SP,SP,3507456.0
Botucatu/SP,SP,3507506.0
Bragança Paulista/SP,SP,3507605.0
Braúna/SP,SP,3507704.0
Brejo Alegre/SP,SP,3507753.0
Brodowski/SP,SP,3507803.0
Brotas/SP,SP,3507902.0
Buri/SP,SP,3508009.0
Buritama/SP,SP,3508108.0
Buritizal/SP,SP,3508207.0
Cabrália Paulista/SP,SP,3508306.0
Cabreúva/SP,SP,3508405.0
Caçapava/SP,SP,3508504.0
Cachoeira Paulista/SP,SP,3508603.0
Caconde/SP,SP,3508702.0
Cafelândia/SP,SP,3508801.0
Caiabu/SP,SP,3508900.0
Caiuá/SP,SP,3509106.0
Cajamar/SP,SP,3509205.0
Cajati/SP,SP,3509254.0
Cajobi/SP,SP,3509304.0
Cajuru/SP,SP,3509403.0
Campina do Monte Alegre/SP,SP,3509452.0
Campinas/SP,SP,3509502.0
Campo Limpo Paulista/SP,SP,3509601.0
Campos do Jordão/SP,SP,3509700.0
Campos Novos Paulista/SP,SP,3509809.0
Cananéia/SP,SP,3509908.0
Canas/SP,SP,3509957.0
Cândido Mota/SP,SP,3510005.0
Canitar/SP,SP,3510153.0
Capão Bonito/SP,SP,3510203.0
Capela do Alto/SP,SP,3510302.0
Capivari/SP,SP,3510401.0
Caraguatatuba/SP,SP,3510500.0
Cardoso/SP,SP,3510708.0
Casa Branca/SP,SP,3510807.0
Castilho/SP,SP,3511003.0
Catanduva/SP,SP,3511102.0
Catiguá/SP,SP,3511201.0
Cedral/SP,SP,3511300.0
Cerqueira César/SP,SP,3511409.0
Cerquilho/SP,SP,3511508.0
Cesário Lange/SP,SP,3511607.0
Charqueada/SP,SP,3511706.0
Clementina/SP,SP,3511904.0
Colina/SP,SP,3512001.0
Colômbia/SP,SP,3512100.0
Conchal/SP,SP,3512209.0
Conchas/SP,SP,3512308.0
Cordeirópolis/SP,SP,3512407.0
Coroados/SP,SP,3512506.0
Coronel Macedo/SP,SP,3512605.0
Corumbataí/SP,SP,3512704.0
Cosmópolis/SP,SP,3512803.0
Cosmorama/SP,SP,3512902.0
Cotia/SP,SP,3513009.0
Cravinhos/SP,SP,3513108.0
Cristais Paulista/SP,SP,3513207.0
Cruzália/SP,SP,3513306.0
Cruzeiro/SP,SP,3513405.0
Cubatão/SP,SP,3513504.0
Cunha/SP,SP,3513603.0
Descalvado/SP,SP,3513702.0
Diadema/SP,SP,3513801.0
Dirce Reis/SP,SP,3513850.0
Divinolândia/SP,SP,3513900.0
Dobrada/SP,SP,3514007.0
Dois Córregos/SP,SP,3514106.0
Dolcinópolis/SP,SP,3514205.0
Dourado/SP,SP,3514304.0
Dracena/SP,SP,3514403.0
Duartina/SP,SP,3514502.0
Dumont/SP,SP,3514601.0
Echaporã/SP,SP,3514700.0
Eldorado/SP,SP,3514809.0
Elias Fausto/SP,SP,3514908.0
Elisiário/SP,SP,3514924.0
Embaúba/SP,SP,3514957.0
Embu das Artes/SP,SP,3515004.0
Emilianópolis/SP,SP,3515129.0
Engenheiro Coelho/SP,SP,3515152.0
Espírito Santo do Pinhal/SP,SP,3515186.0
Espírito Santo do Turvo/SP,SP,3515194.0
Estrela d'Oeste/SP,SP,3515202.0
Estrela do Norte/SP,SP,3515301.0
Euclides da Cunha Paulista/SP,SP,3515350.0
Fartura/SP,SP,3515400.0
Fernandópolis/SP,SP,3515509.0
Fernando Prestes/SP,SP,3515608.0
Fernão/SP,SP,3515657.0
Ferraz de Vasconcelos/SP,SP,3515707.0
Flora Rica/SP,SP,3515806.0
Floreal/SP,SP,3515905.0
Flórida Paulista/SP,SP,3516002.0
Florínea/SP,SP,3516101.0
Franca/SP,SP,3516200.0
Francisco Morato/SP,SP,3516309.0
Franco da Rocha/SP,SP,3516408.0
Gabriel Monteiro/SP,SP,3516507.0
Gália/SP,SP,3516606.0
Garça/SP,SP,3516705.0
Gastão Vidigal/SP,SP,3516804.0
Gavião Peixoto/SP,SP,3516853.0
General Salgado/SP,SP,3516903.0
Getulina/SP,SP,3517000.0
Glicério/SP,SP,3517109.0
Guaiçara/SP,SP,3517208.0
Guaimbê/SP,SP,3517307.0
Guaíra/SP,SP,3517406.0
Guapiaçu/SP,SP,3517505.0
Guapiara/SP,SP,3517604.0
Guará/SP,SP,3517703.0
Guaraçaí/SP,SP,3517802.0
Guaraci/SP,SP,3517901.0
Guarani d'Oeste/SP,SP,3518008.0
Guarantã/SP,SP,3518107.0
Guararapes/SP,SP,3518206.0
Guararema/SP,SP,3518305.0
Guaratinguetá/SP,SP,3518404.0
Guareí/SP,SP,3518503.0
Guariba/SP,SP,3518602.0
Guarujá/SP,SP,3518701.0
Guarulhos/SP,SP,3518800.0
Guatapará/SP,SP,3518859.0
Guzolândia/SP,SP,3518909.0
Herculândia/SP,SP,3519006.0
Holambra/SP,SP,3519055.0
Hortolândia/SP,SP,3519071.0
Iacanga/SP,SP,3519105.0
Iacri/SP,SP,3519204.0
Iaras/SP,SP,3519253.0
Ibaté/SP,SP,3519303.0
Ibirá/SP,SP,3519402.0
Ibirarema/SP,SP,3519501.0
Ibitinga/SP,SP,3519600.0
Ibiúna/SP,SP,3519709.0
Icém/SP,SP,3519808.0
Iepê/SP,SP,3519907.0
Igaraçu do Tietê/SP,SP,3520004.0
Igarapava/SP,SP,3520103.0
Igaratá/SP,SP,3520202.0
Iguape/SP,SP,3520301.0
Ilha Comprida/SP,SP,3520426.0
Ilha Solteira/SP,SP,3520442.0
Indaiatuba/SP,SP,3520509.0
Indiana/SP,SP,3520608.0
Indiaporã/SP,SP,3520707.0
Inúbia Paulista/SP,SP,3520806.0
Ipaussu/SP,SP,3520905.0
Iperó/SP,SP,3521002.0
Ipeúna/SP,SP,3521101.0
Ipiguá/SP,SP,3521150.0
Iporanga/SP,SP,3521200.0
Ipuã/SP,SP,3521309.0
Iracemápolis/SP,SP,3521408.0
Irapuã/SP,SP,3521507.0
Irapuru/SP,SP,3521606.0
Itaberá/SP,SP,3521705.0
Itaí/SP,SP,3521804.0
Itajobi/SP,SP,3521903.0
Itaju/SP,SP,3522000.0
Itanhaém/SP,SP,3522109.0
Itaoca/SP,SP,3522158.0
Itapecerica da Serra/SP,SP,3522208.0
Itapetininga/SP,SP,3522307.0
Itapeva/SP,SP,3522406.0
Itapevi/SP,SP,3522505.0
Itapira/SP,SP,3522604.0
Itapirapuã Paulista/SP,SP,3522653.0
Itápolis/SP,SP,3522703.0
Itaporanga/SP,SP,3522802.0
Itapuí/SP,SP,3522901.0
Itapura/SP,SP,3523008.0
Itaquaquecetuba/SP,SP,3523107.0
Itararé/SP,SP,3523206.0
Itariri/SP,SP,3523305.0
Itatiba/SP,SP,3523404.0
Itatinga/SP,SP,3523503.0
Itirapina/SP,SP,3523602.0
Itirapuã/SP,SP,3523701.0
Itobi/SP,SP,3523800.0
Itu/SP,SP,3523909.0
Itupeva/SP,SP,3524006.0
Ituverava/SP,SP,3524105.0
Jaborandi/SP,SP,3524204.0
Jaboticabal/SP,SP,3524303.0
Jacareí/SP,SP,3524402.0
Jaci/SP,SP,3524501.0
Jacupiranga/SP,SP,3524600.0
Jaguariúna/SP,SP,3524709.0
Jales/SP,SP,3524808.0
Jambeiro/SP,SP,3524907.0
Jarinu/SP,SP,3525201.0
Jaú/SP,SP,3525300.0
Jeriquara/SP,SP,3525409.0
Joanópolis/SP,SP,3525508.0
João Ramalho/SP,SP,3525607.0
José Bonifácio/SP,SP,3525706.0
Júlio Mesquita/SP,SP,3525805.0
Jumirim/SP,SP,3525854.0
Jundiaí/SP,SP,3525904.0
Junqueirópolis/SP,SP,3526001.0
Juquiá/SP,SP,3526100.0
Juquitiba/SP,SP,3526209.0
Lagoinha/SP,SP,3526308.0
Laranjal Paulista/SP,SP,3526407.0
Lavínia/SP,SP,3526506.0
Lavrinhas/SP,SP,3526605.0
Leme/SP,SP,3526704.0
Lençóis Paulista/SP,SP,3526803.0
Limeira/SP,SP,3526902.0
Lindóia/SP,SP,3527009.0
Lins/SP,SP,3527108.0
Lorena/SP,SP,3527207.0
Louveira/SP,SP,3527306.0
Lucélia/SP,SP,3527405.0
Lucianópolis/SP,SP,3527504.0
Luís Antônio/SP,SP,3527603.0
Luiziânia/SP,SP,3527702.0
Lupércio/SP,SP,3527801.0
Lutécia/SP,SP,3527900.0
Macatuba/SP,SP,3528007.0
Macaubal/SP,SP,3528106.0
Magda/SP,SP,3528304.0
Mairinque/SP,SP,3528403.0
Mairiporã/SP,SP,3528502.0
Manduri/SP,SP,3528601.0
Marabá Paulista/SP,SP,3528700.0
Maracaí/SP,SP,3528809.0
Marapoama/SP,SP,3528858.0
Mariápolis/SP,SP,3528908.0
Marília/SP,SP,3529005.0
Marinópolis/SP,SP,3529104.0
Martinópolis/SP,SP,3529203.0
Matão/SP,SP,3529302.0
Mauá/SP,SP,3529401.0
Mendonça/SP,SP,3529500.0
Meridiano/SP,SP,3529609.0
Mesópolis/SP,SP,3529658.0
Miguelópolis/SP,SP,3529708.0
Mineiros do Tietê/SP,SP,3529807.0
Miracatu/SP,SP,3529906.0
Mira Estrela/SP,SP,3530003.0
Mirandópolis/SP,SP,3530102.0
Mirante do Paranapanema/SP,SP,3530201.0
Mirassol/SP,SP,3530300.0
Mirassolândia/SP,SP,3530409.0
Mococa/SP,SP,3530508.0
Mogi das Cruzes/SP,SP,3530607.0
Mogi Guaçu/SP,SP,3530706.0
Mogi Mirim/SP,SP,3530805.0
Mombuca/SP,SP,3530904.0
Monções/SP,SP,3531001.0
Mongaguá/SP,SP,3531100.0
Monte Alegre do Sul/SP,SP,3531209.0
Monte Alto/SP,SP,3531308.0
Monte Aprazível/SP,SP,3531407.0
Monte Azul Paulista/SP,SP,3531506.0
Monte Castelo/SP,SP,3531605.0
Monteiro Lobato/SP,SP,3531704.0
Monte Mor/SP,SP,3531803.0
Morro Agudo/SP,SP,3531902.0
Morungaba/SP,SP,3532009.0
Motuca/SP,SP,3532058.0
Murutinga do Sul/SP,SP,3532108.0
Nantes/SP,SP,3532157.0
Narandiba/SP,SP,3532207.0
Natividade da Serra/SP,SP,3532306.0
Nazaré Paulista/SP,SP,3532405.0
Neves Paulista/SP,SP,3532504.0
Nhandeara/SP,SP,3532603.0
Nipoã/SP,SP,3532702.0
Nova Aliança/SP,SP,3532801.0
Nova Campina/SP,SP,3532827.0
Nova Canaã Paulista/SP,SP,3532843.0
Nova Europa/SP,SP,3532900.0
Nova Granada/SP,SP,3533007.0
Nova Guataporanga/SP,SP,3533106.0
Nova Independência/SP,SP,3533205.0
Novais/SP,SP,3533254.0
Nova Luzitânia/SP,SP,3533304.0
Nova Odessa/SP,SP,3533403.0
Novo Horizonte/SP,SP,3533502.0
Nuporanga/SP,SP,3533601.0
Ocauçu/SP,SP,3533700.0
Óleo/SP,SP,3533809.0
Olímpia/SP,SP,3533908.0
Onda Verde/SP,SP,3534005.0
Oriente/SP,SP,3534104.0
Orindiúva/SP,SP,3534203.0
Orlândia/SP,SP,3534302.0
Osasco/SP,SP,3534401.0
Oscar Bressane/SP,SP,3534500.0
Osvaldo Cruz/SP,SP,3534609.0
Ourinhos/SP,SP,3534708.0
Ouroeste/SP,SP,3534757.0
Ouro Verde/SP,SP,3534807.0
Pacaembu/SP,SP,3534906.0
Palestina/SP,SP,3535002.0
Palmares Paulista/SP,SP,3535101.0
Palmeira d'Oeste/SP,SP,3535200.0
Palmital/SP,SP,3535309.0
Panorama/SP,SP,3535408.0
Paraguaçu Paulista/SP,SP,3535507.0
Paraibuna/SP,SP,3535606.0
Paraíso/SP,SP,3535705.0
Paranapanema/SP,SP,3535804.0
Paranapuã/SP,SP,3535903.0
Parapuã/SP,SP,3536000.0
Pardinho/SP,SP,3536109.0
Pariquera-Açu/SP,SP,3536208.0
Patrocínio Paulista/SP,SP,3536307.0
Paulicéia/SP,SP,3536406.0
Paulínia/SP,SP,3536505.0
Paulistânia/SP,SP,3536570.0
Paulo de Faria/SP,SP,3536604.0
Pederneiras/SP,SP,3536703.0
Pedra Bela/SP,SP,3536802.0
Pedregulho/SP,SP,3537008.0
Pedreira/SP,SP,3537107.0
Pedrinhas Paulista/SP,SP,3537156.0
Pedro de Toledo/SP,SP,3537206.0
Penápolis/SP,SP,3537305.0
Pereira Barreto/SP,SP,3537404.0
Pereiras/SP,SP,3537503.0
Peruíbe/SP,SP,3537602.0
Piacatu/SP,SP,3537701.0
Piedade/SP,SP,3537800.0
Pilar do Sul/SP,SP,3537909.0
Pindamonhangaba/SP,SP,3538006.0
Pindorama/SP,SP,3538105.0
Pinhalzinho/SP,SP,3538204.0
